PRODUCT_ID,TITLE_DK,TITLE_DK2,PRODUCT_TYPE,STATUS,STOCK,STOCK_LOW,STOCK_IN_ORDER,STOCK_DIFFERENCE,STOCK_LOCATION_PRIMARY,CALL_FOR_PRICE,DISABLE_ON_EMPTY,MANUFACTURER_ID,DELIVERY_ID,FREIGHT_ID,OUT_OF_STOCK_BUY,AUTO_STOCK,UNIT_ID,Number,SUPPLIER_NUMBER,EAN,PRODUCT_LINK,URL,WEIGHT,FOCUS_FRONTPAGE,FOCUS_CART,SORTING,LANGUAGE_LAYERS,USER_ACCESS,USERGROUP_ACCESS,RELATED_PRODUCT_IDS,RELATED_PRODUCT_NUMBERS,PRODUCT_ADDITIONAL_DATA_TYPES,PDF_FILES,DATE_ADDED,DATE_UPDATED,DELETE,DESCRIPTION_LIST_DK,DESCRIPTION_LIST_DK2,DESCRIPTION_LONG_DK,DESCRIPTION_LONG_DK2,DESCRIPTION_SHORT_DK,DESCRIPTION_SHORT_DK2,CATEGORY_ID,SUB_CATEGORY_ID,CATEGORY_SORTINGS,LIST_PRICE,BUY_PRICE,MIN_AMOUNT,PRICE,DISCOUNT,DISCOUNT_TYPE,DISCOUNT_GROUP,VAT_GROUP,PICTURES,URL_PICTURE,PICTURE_FOLDER,SEO_TITLE_DK,SEO_TITLE_DK2,SEO_DESCRIPTION_DK,SEO_DESCRIPTION_DK2,SEO_KEYWORDS_DK,SEO_KEYWORDS_DK2,SEO_LINK_DK,SEO_LINK_DK2,SEO_CANONICAL_DK,SEO_CANONICAL_DK2,VARIANT_ID,VARIANT_TYPES,CUSTOM_DATA_1_DK,CUSTOM_DATA_1_DK2,CUSTOM_DATA_2_DK,CUSTOM_DATA_2_DK2,CUSTOM_DATA_3_DK,CUSTOM_DATA_3_DK2,CUSTOM_DATA_4_DK,CUSTOM_DATA_4_DK2,CUSTOM_DATA_5_DK,CUSTOM_DATA_5_DK2,CUSTOM_DATA_6_DK,CUSTOM_DATA_6_DK2,EXTRA_BUY_CATEGORY_1,EXTRA_BUY_CATEGORY_2,PRICEINDEX_ANNONSFYND,PRICEINDEX_EDBPRISER,PRICEINDEX_FACEBOOK,PRICEINDEX_GOOGLE_ADWORDS,PRICEINDEX_KELKOO,PRICEINDEX_PRICERUNNER,PRICEINDEX_BRUGERDEFINERET_,EDBPRISER_ID,GOOGLE_CATEGORY_ID
1147,Uniq Start 12kg,Uniq Start 12kg,0,1,0,0,0,0,0,0,1,0,standard,,,,6,3154,,5.71E+12,,/shop/147-uniq--nordicgold/1147-uniq-start-12kg/,12,0,0,0,,,,,,,,10/16/2021 11:01,5/29/2023 16:23,,,,<p>Hvalpefoder der sørger for en sund udvikling af hvalpen</p>,,"<ul>	<li style=""margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif"">Til hvalpe</span></span></span></li>	<li style=""margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif"">Gives til hunden er ca 1 år gammel</span></span></span></li>	<li style=""margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif"">Sørger for sund udvilking </span></span></span></li>	<li style=""margin-bottom:11px; margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif"">Meget smagfuldt</span></span></span></li></ul><p> </p><p> </p>",,147,,,0,0,1,539,0,a,0,0,uniq-start-hvalpefoder-12kg.jpg,/upload_dir/shop/uniq-start-hvalpefoder-12kg.jpg,,,,Sundt foder til hvalpe under 1 år. ,,"hvalpefoder, hvalpe foder, uniq hvalpefoder, uniq hvalpe foder, foder til hvalpe, uniq start, hundefoder til hvalpe, hunde foder til hvalpe, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1148,Uniq Start Kornfri 12kg,Uniq Start Kornfri 12kg,0,0,0,0,0,0,0,0,0,0,standard,,,0,6,3155,,5.71E+12,,/shop/147-uniq--nordicgold/1148-uniq-start-kornfri-12kg/,12,0,0,0,,,,,,,,10/16/2021 11:05,10/4/2023 8:43,,,<p>Fås kun i butikken</p>,,,"<ul>	<li style=""margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""line-height:107%""></span></span>Kornfrit hvalpefoder</span></span></span></li>	<li style=""margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""line-height:107%""></span></span>Til hvalpe</span></span></span></li>	<li style=""margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""line-height:107%""></span></span>Gives til hunden er ca 1 år gammel</span></span></span></li>	<li style=""margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""line-height:107%""></span></span>Sørger for sund udvilking</span></span></span></li>	<li style=""margin-bottom:11px; margin-left:8px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""line-height:107%""></span></span>Meget smagfuldt</span></span></span></li></ul><p style=""margin-bottom:11px; margin-left:8px""> </p><p style=""margin-bottom:11px; margin-left:8px"">obs: udløb oktober 2023</p>",<p>Fås kun i butikken</p>,147,217,,0,0,1,599,"299,5",a,0,0,Uniq-start-kornfri-hvalpefoder.jpg,/upload_dir/shop/Uniq-start-kornfri-hvalpefoder.jpg,,,,Uniq kornfrit hvalpefoder er et sundt hundefoder til hunde op til 1 år. ,,"hvalpefoder, hvalpe foder, uniq hvalpefoder, uniq hvalpe foder, kornfrit hundefoder, kornfrit hunde foder, kornfrit hvalpefoder, kornfrit hvalpe foder, foder til hvalpe, kornfrit foder til hvalpe, uniq kornfrit foder, uniq kornfrit, uniq grainfree, uniq start grainfree, uniq start, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1149,Kattebakke Hop In,Kattebakke Savic  Hop In,0,1,0,0,0,0,0,0,1,0,standard,,,,7,8121,,5.41E+12,,/shop/67-kattetoiletter/1149-kattebakke-hop-in/,"2,2",0,0,0,,,,,,,,10/17/2021 10:09,6/12/2023 16:34,,,,,,<p>Praktisk kattebakke med topindgang</p>,<p>Praktisk kattebakke med topindgang</p>,67,192,,0,0,1,250,75,a,0,0,../pics/hoj-kattebakke_576x704.jpg,/upload_dir/shop/../pics/hoj-kattebakke_576x704.jpg,,,,Kattegrus grus kattetoilet kattebakke kattehygiejne Kat,,"kat, kattegrus, katte grus, kat grus, katgrus, kattebakke, katte bakke, kattetoilet, katte toilet, kat bakke, kat toilet, klumpende grus, klump grus",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1150,Deodrys - Babypudder,Deodrys - Babypudder,0,1,0,0,0,0,0,0,1,0,standard,,,,7,8116,,,,/shop/66-kattegrus/1150-deodrys---babypudder/,"0,8",0,0,0,,,,,,,,10/17/2021 10:17,6/12/2023 16:33,,,,,,<p>Fjerner dårlig lugt fra kattebakken.</p>,<p>Fjerner dårlig lugt fra kattebakken.</p>,66,192,,0,0,1,69,30,p,0,0,../pics/4011905424064_xlarge.jpg,/upload_dir/shop/../pics/4011905424064_xlarge.jpg,,,,Kattegrus grus kattetoilet kattebakke kattehygiejne Kat ,,"kat, kattegrus, katte grus, kat grus, katgrus, kattebakke, katte bakke, kattetoilet, katte toilet, kat bakke, kat toilet, klumpende grus, klump grus",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1151,Deodrys - Forårsduft,Deodrys - Forårsduft,0,1,0,0,0,0,0,0,1,0,standard,,,,7,8116,,,,/shop/66-kattegrus/1151-deodrys---foraarsduft/,"0,8",0,0,0,,,,,,,,10/17/2021 10:18,6/12/2023 16:33,,,,,,<p>Fjerner dårlig lugt fra kattebakken.</p>,<p>Fjerner dårlig lugt fra kattebakken.</p>,66,192,,0,0,1,69,30,p,0,0,../pics/4011905424057_xlarge.jpg,/upload_dir/shop/../pics/4011905424057_xlarge.jpg,,,,Kattegrus grus kattetoilet kattebakke kattehygiejne Kat,,"kat, kattegrus, katte grus, kat grus, katgrus, kattebakke, katte bakke, kattetoilet, katte toilet, kat bakke, kat toilet, klumpende grus, klump grus",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1153,Oliver's Beef Bites 1kg,Oliver's Beef Bites 1kg,0,0,-2,0,0,-2,0,0,0,0,standard,,,,7,5090,,1.03E+12,,/shop/30-godbidder--tyggeartikler/1153-olivers-beef-bites-1kg/,"1,05",0,0,0,,,,,,,,10/17/2021 10:40,11/7/2023 13:09,,,,"<p>Sunde og smagfulde godbidder af okse velegnet til hunde i alle størrelser. Godbidderne er kalorielette, glutenfrie og kornfrie. Kan benyttes til træning, i aktivitetslegetøj eller blot som forkælelse. Godbidderne er nemme et brække over, hvis de er for store. </p><p> </p>",,"<ul>	<li>Kornfri</li>	<li>Glutenfri</li>	<li>Med okse</li>	<li>50% kød </li>	<li>Lavt fedtindhold</li>	<li>Ideel til træning</li>	<li>Uden tilsat sukker, salt og farvestoffer</li>	<li>Produceret i EU</li></ul>","<p>- Kornfri</p><p>- Glutenfri</p><p>- Med okse</p><p>- 50% kød </p><p>- Lavt fedtindhold</p><p>- Ideel til træning</p><p>- Uden tilsat sukker, salt og farvestoffer</p><p>- Produceret i EU</p>",30,,,0,"53,4",1,89,0,a,0,0,../pics/training-bites-grain-free-beef-piller.jpg,/upload_dir/shop/../pics/training-bites-grain-free-beef-piller.jpg,,,,Sunde og bløde godbidder med okse perfekt til træning eller aktivitetslegetøj. ,,"godbidder, godbidder til hund, hundegodbidder, hunde godbidder, god bidder, godbidder til træning, træningsgodbidder, trænings godbidder, sunde godbidder, naturlige godbidder, hundesnacks, hunde snacks, snacks til hunde, olivers godbidder, olivers, oliver's, oliver's godbidder, godbidder med okse, godbidder af okse, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1154,KW Loppe Shampoo 500ml,KW Loppe Shampoo 500ml,0,1,2,0,0,2,0,0,1,0,standard,,,,7,6301,,5.71E+12,,/shop/38-shampoo-og-balsam/1154-kw-loppe-shampoo-500ml/,"0,5",0,0,0,,,,,,,,10/17/2021 10:45,6/15/2023 14:11,,,,,,<p>Effektiv loppeshampoo der afhjælper klør der er forårsaget af insektbid. 500ml</p>,<p>Effektiv loppeshampoo der afhjælper klør der er forårsaget af insektbid. 500ml</p>,38,,,0,0,1,159,0,a,0,0,../pics/R.png,/upload_dir/shop/../pics/R.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1156,KONG Puppy,KONG Puppy,0,1,0,0,0,0,0,0,1,0,standard_lager,,,,7,,,,,/shop/33-legetoej-og-aktivering/1156-kong-puppy/,0,0,0,0,,,,,,,,10/17/2021 11:07,7/20/2023 14:44,,,,,,"<p>- holdbart legetøj/aktivering</p><p>- kan fyldes mod godbidder, foder, KONG Easy Treat eller vådfoder</p><p>- lavet af naturgummi</p><p>- KONG Puppy er blødere end Classic og Extreme og er derfor velegnet til hvalpe</p>","<p>- holdbart legetøj/aktivering</p><p>- kan fyldes mod godbidder, foder, KONG Easy Treat eller vådfoder</p><p>- lavet af naturgummi</p><p>- KONG Puppy er blødere end Classic og Extreme og er derfor velegnet til hvalpe</p>",33,,,0,0,1,59,0,a,0,0,../pics/kong_puppy_hvalpe_legetoej_382915_02.webp,/upload_dir/shop/../pics/kong_puppy_hvalpe_legetoej_382915_02.webp,,,,"Lille kong velegnet til hvalpe. Kan fyldes med foder, godbidder eller vådfoder så hunden skal arbejde for at få det ud. ",,"kong legetøj, legetøj, hundelegetøj, hunde legetøj, legetøj til hund, legetøj til hunde, aktiveringslegetøj, aktiveringslegetøj, aktivitetslegetøj, aktivitets legetøj, aktivitetslegetøj til hund, kong classic legetøj, aktiveringsbold, aktiverings bold, aktivitetsbold, aktivitets bold, kong til hvalpe, legetøj til hvalpe, aktivitetslegetøj til hvalpe, aktivitetsbold til hvalpe, ",,,,,,,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1156,XS,XS,,1,1,0,0,1,,,1,,standard_lager,,,,7,4061,,,,,"0,05",,,0,,,,,,,,,,,,,,,,,,,,,0,1,45,0,a,,,,,,,,,,,,,,,,1373,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1156,S,S,,1,0,0,0,0,,,1,,standard_lager,,,,7,4062,,,,,"0,07",,,0,,,,,,,,,,,,,,,,,,,,,0,1,65,0,a,,,,,,,,,,,,,,,,1374,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1157,KONG Extreme,KONG Extreme,0,1,0,0,0,0,0,0,1,0,standard_lager,,,,7,,,,,/shop/33-legetoej-og-aktivering/1157-kong-extreme/,0,0,0,0,,,,,,,,10/17/2021 11:38,7/5/2023 13:01,,,,,,"<p>- ekstremt holdbart legetøj/aktivering</p><p>- kan fyldes mod godbidder, foder, KONG Easy Treat eller vådfoder</p><p>- lavet af naturgummi</p><p>- ideel til hunde der normalt ødelægger legetøj på ingen tid</p>","<p>- ekstremt holdbart legetøj/aktivering</p><p>- kan fyldes mod godbidder, foder, KONG Easy Treat eller vådfoder</p><p>- lavet af naturgummi</p><p>- ideel til hunde der normalt ødelægger legetøj på ingen tid</p>",33,,,0,0,1,89,0,a,0,0,kong-extreme-bold-aktivitetslegetoej.jpg,/upload_dir/shop/kong-extreme-bold-aktivitetslegetoej.jpg,,,,"Ekstremt holdbart aktivitetslegetøj til hund. Man kan bruge foder, godbidder eller vådfoder så hunden skal arbejde for at få det ud. ",,"kong legetøj, legetøj, hundelegetøj, hunde legetøj, legetøj til hund, legetøj til hunde, aktiveringslegetøj, aktiveringslegetøj, aktivitetslegetøj, aktivitets legetøj, aktivitetslegetøj til hund, kong extreme legetøj, aktiveringsbold, aktiverings bold, aktivitetsbold, aktivitets bold, ekstremt holdbar bold, ekstremt holdbart legetøj, holdbart legetøj til hund, ",,,,,,,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1157,S,S,,1,2,0,0,2,,,1,,standard_lager,,,,7,4046,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,89,0,a,,,,,,,,,,,,,,,,1375,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1157,M,M,,1,2,0,0,2,,,1,,standard_lager,,,,7,4047,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,99,0,a,,,,,,,,,,,,,,,,1376,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1158,KONG Classic,KONG Classic,0,1,0,0,0,0,0,0,1,0,standard_lager,,,,7,,,,,/shop/33-legetoej-og-aktivering/1158-kong-classic/,0,0,0,0,,,,1273,4045,,,10/18/2021 11:02,5/26/2023 14:03,,,,,,"<p>- holdbart legetøj/aktivering</p><p>- kan fyldes mod godbidder, foder, KONG Easy Treat eller vådfoder</p><p>- lavet af naturgummi</p><p> </p>","<p>- holdbart legetøj/aktivering</p><p>- kan fyldes mod godbidder, foder, KONG Easy Treat eller vådfoder</p><p>- lavet af naturgummi</p><p> </p>",33,,,0,0,1,119,0,a,0,0,kong-classic-aktivitetslegetoej-til-hund.jpg,/upload_dir/shop/kong-classic-aktivitetslegetoej-til-hund.jpg,,,,"Dette aktivitetslegetøj fra KONG er meget holdbart. Man kan gemme foder, godbidder, vådfoder eller lignende så hunden skal arbejde for at få det ud. ",,"kong legetøj, legetøj, hundelegetøj, hunde legetøj, legetøj til hund, legetøj til hunde, aktiveringslegetøj, aktiveringslegetøj, aktivitetslegetøj, aktivitets legetøj, aktivitetslegetøj til hund, kong classic legetøj, aktiveringsbold, aktiverings bold, aktivitetsbold, aktivitets bold, ",,,,,,,8,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1158,S,S,,0,1,0,0,1,,,1,,standard_lager,,,,7,4040,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,119,0,a,,,,,,,,,,,,,,,,1382,8,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1158,M,M,,1,1,0,0,1,,,1,,standard_lager,,,,7,4041,,,,,"0,15",,,0,,,,,,,,,,,,,,,,,,,,,0,1,99,0,a,,,,,,,,,,,,,,,,1383,8,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1158,L,L,,0,0,0,0,0,,,1,,standard_lager,,,,7,4042,,,,,"0,25",,,0,,,,,,,,,,,,,,,,,,,,,0,1,119,0,a,,,,,,,,,,,,,,,,1384,8,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,"Motion Flex, Herre","Motion Flex, Herre",0,1,0,0,0,0,0,0,1,0,standard,8,,,7,,,,,/shop/4-bukser/1168-motion-flex-herre/,0,0,0,0,,,,1153|510|1424|700,5090|9026,,,10/18/2021 11:46,10/8/2023 10:16,,,"<p>Vælg mellem sort, olive eller khaki</p>","<p>Meget komfortable outdoor-bukser til blandt andet hundetræning, vandring, hverdag og fiskeri. Bukserne er lavet med 4-vejs stræk af 90% nylon og 10% spandex, som giver utroligt meget fleksibilitet. Bunden af bukserne er af 100% polyester og er vandtæt op til 3000mm, så man kan gå i højt græs uden problemer. Resten af bukserne er vandafvisende. Motion Flex er en fuld-stræk buks, der ikke strammer nogle steder. De er justerbare ved anklen og har en 2-vejs lynlås som kan give ventilation i varmt vejr. Bukserne har 7 bælte-loops og der et integreret bælte med (bæltet kan også tages af, hvis det ønskes). Der er to lommer med lynlås øverst og to lommer med knapper på lårene. Selvom Motion Flex bukserne er tynde, så er de utroligt holdbare! Man benytte dem året rundt (evt med langt undertøj som inderlag på de koldeste dage). </p><p> </p>","<p>Meget komfortable outdoor-bukser til blandt andet hundetræning, vandring, hverdag og fiskeri. Bukserne er lavet med 4-vejs stræk af 90% nylon og 10% spandex, som giver utroligt meget fleksibilitet. Bunden af bukserne er af 100% polyester og er vandtæt op til 3000mm, så man kan gå i højt græs uden problemer. Motion Flex er en fuld-stræk buks, der ikke strammer nogle steder. De er justerbare ved anklen og har en 2-vejs lynlås som kan give ventilation i varmt vejr. Bukserne har 7 bælte-loops og der et integreret bælte med (bæltet kan også tages af, hvis det ønskes). Der er to lommer med lynlås øverst og to lommer med knapper på lårene. </p><p> </p>","<ul>	<li>Stretch 90% Nylon / 10% Spandex</li>	<li>4-vejs stræk</li>	<li>Bunden af bukserne er 100% Polyester, som er vandtæt op til 3000mm</li>	<li>7 bælte-loops med integreret bælte</li>	<li>Lommer med lynlås</li>	<li>Justerbar ved benene</li></ul><p> </p><p> </p><p><em><em>*Hvis varen er noteret som bestillingsvare/skaffevare, forventes en leveringstid på 1-3 uger såfremt varen ikke er i restordre. Bestilling af skaffevarer skal foretages som et almindeligt køb, selvom varen er registreret som ""ikke på lager"". Pengene trækkes først når varen er klar til at blive afsendt. </em></em></p>","<ul>	<li>Stretch 90% Nylon / 10% Spandex</li>	<li>4-vejs stræk</li>	<li>Bunden af bukserne er 100% Polyester, som er vandtæt op til 3000mm</li>	<li>7 bælte-loops med integreret bælte</li>	<li>Lommer med lynlås</li>	<li>Justerbar ved benene</li></ul><p> </p><p> </p><p><em><em>*Hvis varen er noteret som bestillingsvare/skaffevare, forventes en leveringstid på 1-3 uger såfremt varen ikke er i restordre. Bestilling af skaffevarer skal foretages som et almindeligt køb, selvom varen er registreret som ""ikke på lager"". Pengene trækkes først når varen er klar til at blive afsendt. </em></em></p>",4,207|198,,0,0,1,799,74,a,0,0,arrak-herre-motion-flex-bukser.png|../pics/herre-bukser-sized.jpg|Motion-flex-herrebukser-stretch-bukser-sort-olive-khaki1.png|Motion-flex-herrebukser-stretch-bukser-sort-olive-khaki4.jpg|Motion-flex-herrebukser-stretch-bukser-sort-olive-khaki5.jpg|Motion-flex-herrebukser-stretch-bukser-sort-olive-khaki2.png|Motion-flex-herrebukser-stretch-bukser-sort-olive-khaki3.jpg|Motion-flex-herrebukser-stretch-bukser-sort-olive-khaki6.jpg|Motion-flex-herrebukser-stretch-bukser-sort-olive-khaki7.jpg,/upload_dir/shop/arrak-herre-motion-flex-bukser.png,,,,Hundetræningsbukser med meget stræk. Perfekt til udendørsaktiviteter. Med gode lommer og integreret bælte. Fås til både dame og herre. ,Hundetræningsbukser med meget stræk. Perfekt til udendørsaktiviteter. Med gode lommer og integreret bælte. Fås til både dame og herre. ,"active stretch, strækbuks, udendørsbukser, udendørstøj, outdoortøj, overtræksbukser, træningsbukser, hundetræningsbukser, hundebukser, outdoorbukser, vandrebukser, vandretøj, arrak outdoor bukser, herrebukser, herretøj, sort, khaki, olive, olivegreen, ","active stretch, strækbuks, udendørsbukser, udendørstøj, outdoortøj, overtræksbukser, træningsbukser, hundetræningsbukser, hundebukser, outdoorbukser, vandrebukser, vandretøj, arrak outdoor bukser, herrebukser, herretøj, sort, khaki, olive, olivegreen, ",,,,,,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Sort|46 (skaffevare),Sort|46 (skaffevare),,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3618,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Sort|48,Sort|48,,1,1,0,0,1,,,1,,standard,,,,7,1400,,7.35E+12,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3619,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Sort|50,Sort|50,,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3620,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Sort|52,Sort|52,,0,2,0,0,2,,,1,,standard,,,,7,1401,,1401,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3621,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Sort|54,Sort|54,,0,1,0,0,1,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3622,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Sort|56 (skaffevare),Sort|56 (skaffevare),,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3623,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Sort|58 (skaffevare),Sort|58 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3624,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Sort|60 (skaffevare),Sort|60 (skaffevare),,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3625,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Olive|46 (skaffevare),Olive|46 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3626,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Olive|48 (skaffevare),Olive|48 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3627,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Olive|50 (skaffevare),Olive|50 (skaffevare),,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3628,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Olive|52,Olive|52,,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3629,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Olive|54 (skaffevare),Olive|54 (skaffevare),,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3630,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Olive|56 (skaffevare),Olive|56 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3631,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Olive|58 (skaffevare),Olive|58 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3632,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Olive|60 (skaffevare),Olive|60 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3633,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Khaki|46 (skaffevare),Khaki|46 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3634,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Khaki|48 (skaffevare),Khaki|48 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3635,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Khaki|50,Khaki|50,,1,1,0,0,1,,,1,,standard,,,,7,1402,,7.34E+12,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3636,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Khaki|52 (skaffevare),Khaki|52 (skaffevare),,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3637,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Khaki|54 (skaffevare),Khaki|54 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3638,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Khaki|56 (skaffevare),Khaki|56 (skaffevare),,0,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3639,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
1168,Khaki|58 (skaffevare),Khaki|58 (skaffevare),,1,0,0,0,0,,,1,,standard,,,,7,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,1,799,74,a,,,,,,,,,,,,,,,,3640,29|31,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
